fdc_id,g_per_ml,source_portion
2709126,1.1917,1 cup
2709127,1.2083,1 cup
2709128,0.7083,"1 cup, cooked"
2709131,0.6667,1 cup
2709144,1.0208,1 cup
2709145,1.0208,1 cup
2709146,1.0208,1 cup
2709147,1.0208,1 cup
2709148,1.0208,1 cup
2709149,1.0208,1 cup
2709150,1.0208,1 cup
2709151,1.0208,1 cup
2709152,1.0208,1 cup
2709153,1.0208,1 cup
2709154,1.0208,1 cup
2709155,1.0208,1 cup
2709156,1.0208,1 cup
2709157,1.0208,1 cup
2709158,1.0208,1 cup
2709159,1.0208,1 cup
2709160,1.0208,1 cup
2709161,1.0208,1 cup
2709162,1.0208,1 cup
2709163,0.6083,"1 cup, cubes"
2709164,0.8333,1 cup
2709165,0.75,1 cup
2709166,1.0417,1 cup
2709167,0.7708,1 cup
2709168,0.8333,1 cup
2709169,1.0833,1 cup
2709170,0.8333,1 cup
2709171,0.75,1 cup
2709172,1.0417,1 cup
2709173,1.0208,1 cup
2709174,1.0417,1 cup
2709175,0.8125,1 cup
2709176,1.0482,1 fl oz (NFS)
2709177,1.0482,1 fl oz (no ice)
2709178,0.7777,1 fl oz (with ice)
2709179,1.0482,1 fl oz (NFS)
2709180,0.7777,1 fl oz (with ice)
2709181,1.0482,1 fl oz (NFS)
2709182,1.0482,1 fl oz (NFS)
2709183,1.0482,1 fl oz (no ice)
2709184,1.0482,1 fl oz (NFS)
2709185,0.7777,1 fl oz (with ice)
2709186,0.7777,1 fl oz (with ice)
2709187,1.0482,1 fl oz (no ice)
2709188,0.7777,1 fl oz (with ice)
2709189,1.0482,1 fl oz (no ice)
2709190,0.7777,1 fl oz (with ice)
2709191,1.1833,1 cup
2709192,1.0482,1 fl oz (no ice)
2709193,1.0482,1 fl oz (NFS)
2709194,0.7777,1 fl oz (with ice)
2709195,0.6667,1 cup
2709196,0.375,1 cup
2709197,0.6667,1 cup
2709198,0.6667,1 cup
2709199,0.6667,1 cup
2709200,0.3,1 cup
2709201,0.6667,1 cup
2709202,0.6667,1 cup
2709203,0.6667,1 cup
2709204,0.6667,1 cup
2709205,0.6667,1 cup
2709206,0.6667,1 cup
2709207,0.6667,1 cup
2709208,0.6667,1 cup
2709209,0.6667,1 cup
2709210,0.6667,1 cup
2709211,0.6667,1 cup
2709212,0.6667,1 cup
2709213,0.625,1 cup
2709214,1.0,1 cup
2709215,0.5208,1 cup
2709216,1.0417,1 cup
2709217,1.0208,1 cup
2709218,1.0417,1 cup
2709219,1.0833,1 cup
2709220,0.7917,1 cup
2709221,0.6458,1 cup
2709222,1.0417,1 cup
2709223,0.625,1 cup
2709224,0.625,1 cup
2709225,0.5833,1 cup
2709226,0.6458,1 cup
2709227,0.625,1 cup
2709228,0.4167,1 cup
2709229,0.6667,1 cup
2709230,1.0833,1 cup
2709231,0.625,1 cup
2709232,1.0417,1 cup
2709233,0.625,1 cup
2709234,0.75,1 cup
2709236,1.0417,1 cup
2709237,0.625,1 cup
2709238,0.6875,1 cup
2709239,0.75,1 cup
2709240,0.7917,1 cup
2709241,0.6458,1 cup
2709242,0.6875,1 cup
2709243,1.0417,1 cup
2709244,0.625,1 cup
2709245,0.6458,1 cup
2709246,0.6875,1 cup
2709247,1.0417,1 cup
2709248,0.9833,1 cup
2709249,0.6458,1 cup
2709250,1.0417,1 cup
2709251,1.0417,1 cup
2709252,1.0208,1 cup
2709253,0.625,1 cup
2709254,0.5208,1 cup
2709255,0.5208,1 cup
2709256,1.0417,1 cup
2709257,1.0417,1 cup
2709258,1.0208,1 cup
2709260,0.6875,1 cup
2709261,1.0417,1 cup
2709262,1.0417,1 cup
2709263,1.0208,1 cup
2709264,0.625,1 cup
2709265,0.6458,1 cup
2709266,1.0417,1 cup
2709267,0.7292,1 cup
2709268,1.0,1 cup
2709270,0.6458,1 cup
2709271,0.625,1 cup
2709272,0.625,1 cup
2709273,0.625,1 cup
2709274,0.625,1 cup
2709275,0.625,1 cup
2709276,1.0417,1 cup
2709277,0.625,1 cup
2709278,1.0833,1 cup
2709279,0.4167,1 cup
2709280,1.1667,1 cup
2709281,0.625,1 cup
2709282,0.625,1 cup
2709283,0.625,1 cup
2709284,1.0417,1 cup
2709285,0.625,1 cup
2709286,0.8042,1 cup
2709287,0.625,1 cup
2709288,0.625,1 cup
2709289,1.0417,1 cup
2709290,1.0417,1 cup
2709291,1.0208,1 cup
2709292,0.625,1 cup
2709293,0.5708,1 cup
2709296,0.7833,1 cup
2709297,0.7583,1 cup
2709298,0.7292,1 cup
2709299,0.7125,1 cup
2709300,0.7583,1 cup
2709301,0.7583,1 cup
2709302,0.7833,1 cup
2709303,0.7583,1 cup
2709304,0.7292,1 cup
2709305,0.7125,1 cup
2709306,0.5,1 cup
2709307,1.0,1 tablespoon
2709308,1.0,1 tablespoon
2709309,1.0667,1 tablespoon
2709310,0.7667,"1 serving (lettuce, 1 cup diced pineapple, dressing)"
2709311,1.0208,1 cup
2709312,1.0144,1 fl oz
2709313,1.0144,1 fl oz
2709314,0.8333,1 cup
2709315,0.7777,1 fl oz (with ice)
2709316,1.0482,1 fl oz (no ice)
2709317,0.7777,1 fl oz (with ice)
2709318,0.7777,1 fl oz (with ice)
2709319,1.0482,1 fl oz (NFS)
2709320,1.0482,1 fl oz (NFS)
2709321,1.0482,1 fl oz (no ice)
2709322,1.0482,1 fl oz (no ice)
2709323,0.7777,1 fl oz (with ice)
2709324,1.0482,1 fl oz (no ice)
2709325,1.0482,1 fl oz (no ice)
2709326,1.0482,1 fl oz (no ice)
2709327,1.0482,1 fl oz (no ice)
2709328,1.0482,1 fl oz (no ice)
2709329,1.0482,1 fl oz (NFS)
2709330,1.0482,1 fl oz (no ice)
2709331,0.7777,1 fl oz (with ice)
2709332,1.0144,1 fl oz (no ice)
2709333,1.0144,1 fl oz (no ice)
2709334,0.9,1 cup
2709335,0.9,1 cup
2709336,0.9,1 cup
2709337,0.9,1 cup
2709338,0.9,1 cup
2709339,1.0333,1 cup
2709340,1.0482,1 fl oz (NFS)
2709341,1.0482,1 fl oz (NFS)
2709342,1.0482,1 fl oz (NFS)
2709343,1.0482,1 fl oz (NFS)
2709344,1.0482,1 fl oz (no ice)
2709345,0.7777,1 fl oz (with ice)
2709346,1.0482,1 fl oz (NFS)
2709347,0.7777,1 fl oz (with ice)
2709348,1.0482,1 fl oz (NFS)
2709349,1.0482,1 fl oz (NFS)
2709350,1.0482,1 fl oz (no ice)
2709351,1.0,1 tablespoon
2709352,1.0,1 tablespoon
2709353,1.0,1 tablespoon
2709354,1.0,1 tablespoon
2709355,1.0,1 tablespoon
2709356,1.0,1 tablespoon
2709357,1.0,1 tablespoon
2709358,1.0,1 tablespoon
2709359,1.0,1 tablespoon
2709360,1.0,1 tablespoon
2709361,1.0,1 tablespoon
2709362,1.0,1 tablespoon
2709363,1.0,1 tablespoon
2709364,1.0,1 tablespoon
2709365,1.0,1 tablespoon
2709366,1.0,1 tablespoon
2709367,1.0,1 tablespoon
2709368,1.0,1 tablespoon
2709369,1.0,1 tablespoon
2709370,1.0,1 tablespoon
2709371,1.0,1 tablespoon
2709372,1.0,1 tablespoon
2709373,1.0482,1 fl oz
2709374,1.0482,1 fl oz
2709375,1.0482,1 fl oz
2709376,1.0482,1 fl oz
2709377,1.0482,1 fl oz
2709378,1.0482,1 fl oz
2709379,1.0482,1 fl oz
2709380,1.0,1 tablespoon
2709381,0.1167,1 cup
2709382,0.6667,1 cup
2709383,0.5417,1 cup
2709384,0.5417,1 cup
2709385,0.6667,1 cup
2709386,0.6667,1 cup
2709387,0.6667,1 cup
2709388,0.6667,1 cup
2709389,0.6667,1 cup
2709390,0.6667,1 cup
2709391,0.6667,1 cup
2709392,0.6667,1 cup
2709393,0.6667,1 cup
2709394,0.6667,1 cup
2709395,0.6667,1 cup
2709396,0.6667,1 cup
2709397,0.6667,1 cup
2709398,0.6667,1 cup
2709399,0.7708,1 cup
2709400,0.7708,1 cup
2709401,0.7708,1 cup
2709402,0.6667,1 cup
2709403,0.6667,1 cup
2709404,0.6667,1 cup
2709405,0.6667,1 cup
2709406,0.6667,1 cup
2709407,0.6667,1 cup
2709408,0.6667,1 cup
2709409,0.6667,1 cup
2709410,0.6667,1 cup
2709411,0.6667,1 cup
2709412,0.6667,1 cup
2709413,0.6667,1 cup
2709414,0.6667,1 cup
2709415,0.6667,1 cup
2709416,1.0,1 cup
2709417,0.7667,1 cup
2709418,0.8333,1 cup
2709419,0.9667,1 cup
2709420,1.0,1 cup
2709421,0.1042,1 cup
2709422,0.1042,1 cup
2709423,0.1042,1 cup
2709424,0.1042,1 cup
2709425,0.1042,1 cup
2709426,0.1042,1 cup
2709427,0.1333,1 cup
2709428,0.1333,1 cup
2709429,0.1333,1 cup
2709430,0.1333,1 cup
2709431,0.1333,1 cup
2709432,0.1042,1 cup
2709433,0.1042,1 cup
2709434,0.1042,1 cup
2709435,0.1042,1 cup
2709436,0.1042,1 cup
2709437,0.1042,1 cup
2709438,0.1042,1 cup
2709439,0.1042,1 cup
2709440,0.1042,1 cup
2709444,0.1583,1 cup
2709445,0.1583,1 cup
2709446,0.1583,1 cup
2709447,0.125,1 cup
2709448,1.0417,1 cup
2709449,1.0417,1 cup
2709450,1.0417,1 cup
2709451,1.0417,1 cup
2709452,1.0417,1 cup
2709453,1.0417,1 cup
2709454,1.0417,1 cup
2709455,1.0417,1 cup
2709456,0.25,1 cup
2709457,0.25,1 cup
2709458,0.25,1 cup
2709459,0.25,1 cup
2709460,0.25,1 cup
2709461,0.25,1 cup
2709462,0.25,1 cup
2709463,0.25,1 cup
2709464,0.25,1 cup
2709465,0.3833,1 cup
2709466,0.5625,1 cup
2709467,0.3833,1 cup
2709468,0.5167,1 cup
2709469,0.3833,1 cup
2709470,0.5167,1 cup
2709471,0.3833,1 cup
2709472,0.8333,1 cup
2709473,0.8333,1 cup
2709474,0.8333,1 cup
2709475,0.8333,1 cup
2709476,0.8333,1 cup
2709477,0.6667,1 cup
2709478,0.6667,1 cup
2709479,0.6667,1 cup
2709480,0.6667,1 cup
2709481,0.6667,1 cup
2709482,0.6667,1 cup
2709483,0.6667,1 cup
2709484,0.6667,1 cup
2709485,0.6667,1 cup
2709486,0.6667,1 cup
2709487,0.6667,1 cup
2709492,1.0417,1 cup
2709493,1.0417,1 cup
2709494,1.0417,1 cup
2709495,1.0417,1 cup
2709496,1.0417,1 cup
2709497,1.0417,1 cup
2709498,1.0417,1 cup
2709499,1.0417,1 cup
2709500,1.0417,1 cup
2709501,1.0417,1 cup
2709502,1.0417,1 cup
2709503,1.0417,1 cup
2709504,1.0417,1 cup
2709505,1.0417,1 cup
2709506,1.0417,1 cup
2709507,1.0417,1 cup
2709508,1.0417,1 cup
2709509,1.0417,1 cup
2709510,0.6667,1 cup
2709511,0.5417,1 cup
2709512,0.5417,1 cup
2709513,0.5417,1 cup
2709514,0.5417,1 cup
2709515,0.5417,1 cup
2709516,0.5417,1 cup
2709517,0.5417,1 cup
2709518,0.6667,1 cup
2709519,0.6667,1 cup
2709520,0.6667,1 cup
2709521,0.6667,1 cup
2709522,0.6667,1 cup
2709523,0.6667,1 cup
2709524,0.5417,1 cup
2709525,0.6667,1 cup
2709526,0.6667,1 cup
2709527,0.6667,1 cup
2709528,0.6667,1 cup
2709529,0.6667,1 cup
2709530,0.6667,1 cup
2709531,1.1458,1 cup
2709532,1.1458,1 cup
2709533,1.1458,1 cup
2709534,1.1458,1 cup
2709535,1.1458,1 cup
2709536,1.1458,1 cup
2709537,1.1458,1 cup
2709538,1.1458,1 cup
2709539,1.1458,1 cup
2709540,1.1458,1 cup
2709541,0.7292,1 cup
2709542,1.1458,1 cup
2709543,1.1458,1 cup
2709544,1.1458,1 cup
2709545,1.1458,1 cup
2709546,1.1458,1 cup
2709547,1.1458,1 cup
2709548,1.1458,1 cup
2709549,1.1458,1 cup
2709550,1.1458,1 cup
2709551,1.1458,1 cup
2709554,1.0417,1 cup
2709555,1.0417,1 cup
2709556,1.0625,1 cup
2709557,1.0625,1 cup
2709558,0.8333,1 cup
2709559,0.7083,1 cup
2709561,0.7083,1 cup
2709562,0.7083,1 cup
2709563,0.1583,1 cup
2709564,0.6667,1 cup
2709565,0.5833,1 cup
2709567,0.6667,1 cup
2709568,1.0,"1 cup, cooked"
2709570,0.1583,1 cup
2709571,0.625,1 cup
2709572,0.1667,1 cup
2709573,0.7083,1 cup
2709574,0.15,1 cup
2709575,0.625,1 cup
2709576,0.15,1 cup
2709577,0.5417,1 cup
2709578,0.7083,1 cup
2709579,0.5625,1 cup
2709580,0.5625,1 cup
2709581,0.7292,1 cup
2709582,0.5625,1 cup
2709583,0.5625,1 cup
2709584,0.7292,1 cup
2709585,0.7292,1 cup
2709586,0.2083,1 cup
2709587,0.5833,1 cup
2709588,0.2292,1 cup
2709589,0.4583,1 cup
2709590,0.1458,1 cup
2709591,0.3292,1 cup
2709592,0.5625,1 cup
2709593,0.5417,1 cup
2709594,0.7083,1 cup
2709595,0.5625,1 cup
2709596,0.5625,1 cup
2709597,0.7292,1 cup
2709598,0.7292,1 cup
2709599,0.1042,1 cup
2709600,0.5417,1 cup
2709601,0.7083,1 cup
2709602,0.5625,1 cup
2709603,0.5625,1 cup
2709604,0.7292,1 cup
2709605,0.7708,1 cup
2709606,0.2333,1 cup
2709607,0.5833,1 cup
2709608,0.6875,1 cup
2709609,0.625,1 cup
2709610,0.625,1 cup
2709611,0.7083,1 cup
2709612,0.625,1 cup
2709613,0.1667,1 cup
2709614,0.1042,1 cup
2709615,0.75,1 cup
2709616,0.8958,1 cup
2709617,0.8958,1 cup
2709618,0.7708,1 cup
2709619,0.7708,1 cup
2709620,0.7708,1 cup
2709621,0.7708,1 cup
2709622,0.9167,1 cup
2709623,0.9167,1 cup
2709624,0.9167,1 cup
2709625,0.9167,1 cup
2709626,0.9167,1 cup
2709627,0.9167,1 cup
2709628,0.8333,1 cup
2709629,0.4167,1 cup
2709630,0.8333,1 cup
2709631,0.8333,1 cup
2709632,1.0208,1 cup
2709633,0.625,1 cup
2709634,0.6042,1 cup
2709635,0.6875,1 cup
2709636,0.625,1 cup
2709637,0.625,1 cup
2709638,0.7083,1 cup
2709639,0.1417,1 cup
2709640,0.5917,1 cup
2709641,0.5333,1 cup
2709642,0.2875,1 cup
2709643,0.375,1 cup
2709644,0.6667,1 cup
2709645,0.6458,1 cup
2709646,0.7708,1 cup
2709647,0.6667,1 cup
2709648,0.6667,1 cup
2709649,0.7917,1 cup
2709650,0.6667,1 cup
2709651,0.6667,1 cup
2709652,0.7917,1 cup
2709653,0.7917,1 cup
2709654,0.95,1 cup
2709655,0.95,1 cup
2709656,0.3542,1 cup
2709657,0.15,1 cup
2709658,0.3667,1 cup
2709659,1.0625,1 cup
2709660,0.5,1 cup
2709661,0.7292,1 cup
2709662,0.7125,1 cup
2709663,0.6667,1 cup
2709664,0.6458,1 cup
2709665,0.6458,1 cup
2709666,0.6458,1 cup
2709667,0.6667,1 cup
2709668,0.6667,1 cup
2709669,0.6667,1 cup
2709670,0.6667,1 cup
2709671,0.6667,1 cup
2709672,0.6667,1 cup
2709673,0.6667,1 cup
2709674,0.6667,1 cup
2709675,0.6667,1 cup
2709676,0.6667,1 cup
2709677,0.6667,1 cup
2709678,0.6458,1 cup
2709679,0.6667,1 cup
2709680,0.6667,1 cup
2709681,0.6667,1 cup
2709682,1.0482,1 fl oz (no ice)
2709683,0.7777,1 fl oz (with ice)
2709684,0.6667,1 cup
2709685,0.6667,1 cup
2709686,0.6667,1 cup
2709687,0.6875,1 cup
2709688,0.6875,1 cup
2709689,0.6875,1 cup
2709690,0.6875,1 cup
2709691,1.0208,1 cup
2709692,0.9583,1 cup
2709693,0.5833,1 cup
2709694,0.9375,1 cup
2709695,0.9583,1 cup
2709696,0.6542,1 cup
2709697,1.0417,"1 cup, mashed"
2709698,1.0417,"1 cup, mashed"
2709699,1.0417,"1 cup, mashed"
2709700,1.0417,"1 cup, mashed"
2709701,1.0417,"1 cup, mashed"
2709702,1.0417,"1 cup, mashed"
2709703,1.0417,"1 cup, mashed"
2709704,1.0417,1 cup
2709705,1.0417,"1 cup, NFS"
2709706,1.0417,"1 cup, NFS"
2709707,1.0417,"1 cup, NFS"
2709708,1.0417,1 cup
2709709,0.25,1 cup
2709710,0.1042,1 cup
2709711,0.25,1 cup
2709712,0.25,1 cup
2709713,0.25,1 cup
2709714,0.25,1 cup
2709715,0.5417,1 cup
2709716,0.5417,1 cup
2709717,0.5417,1 cup
2709718,1.0208,1 cup
2709719,0.75,1 cup
2709720,1.0,1 cup
2709721,1.0,1 cup
2709722,1.0,1 cup
2709723,1.0,1 cup
2709724,1.0,1 cup
2709725,0.75,1 cup
2709726,0.5917,1 cup
2709727,0.2292,1 cup
2709728,1.0482,1 fl oz (no ice)
2709729,1.0482,1 fl oz (no ice)
2709730,0.7777,1 fl oz (with ice)
2709731,0.7777,1 fl oz (with ice)
2709732,0.7777,1 fl oz (with ice)
2709733,1.1333,1 cup
2709734,1.1333,1 cup
2709735,1.1333,1 tablespoon
2709736,1.0667,1 cup
2709737,1.0,1 cup
2709738,1.0667,1 cup
2709739,0.975,1 cup
2709740,1.0667,1 tablespoon
2709741,1.0667,1 tablespoon
2709742,1.0667,1 tablespoon
2709743,1.025,1 cup
2709744,1.0667,1 tablespoon
2709745,1.0833,1 cup
2709746,1.0833,1 cup
2709747,1.0833,1 cup
2709748,1.0833,1 cup
2709749,1.0833,1 cup
2709750,1.1333,1 cup
2709751,1.0667,1 tablespoon
2709752,1.1333,1 tablespoon
2709753,1.1333,1 tablespoon
2709754,1.0,1 cup
2709755,1.0,1 cup
2709756,0.6625,1 cup
2709757,1.0208,1 cup
2709758,1.0625,1 cup
2709759,1.0208,1 cup
2709760,1.0208,1 cup
2709763,0.5,1 cup
2709764,0.2333,1 cup
2709765,0.1375,1 cup
2709766,0.625,1 cup
2709767,0.5625,1 cup
2709768,0.375,1 cup
2709769,0.4167,1 cup
2709770,0.5625,1 cup
2709771,0.2667,1 cup
2709772,0.375,1 cup
2709773,0.375,1 cup
2709774,0.375,1 cup
2709775,0.375,1 cup
2709776,0.625,1 cup
2709777,0.4583,1 cup
2709778,0.5,1 cup
2709780,0.1,1 cup
2709781,0.2,1 tablespoon
2709783,0.625,1 cup
2709784,0.5,1 cup
2709785,0.3333,1 cup
2709786,0.5625,1 cup
2709787,0.5417,1 cup
2709788,0.5625,1 cup
2709789,0.1458,1 cup
2709790,0.1042,1 cup
2709792,0.1458,1 cup
2709793,0.2917,1 cup
2709794,0.4167,1 cup
2709795,0.6667,1 cup
2709796,0.25,1 cup
2709797,0.6042,1 cup
2709798,0.625,1 cup
2709799,0.625,1 cup
2709800,0.625,1 cup
2709801,0.625,1 cup
2709802,0.625,1 cup
2709803,0.4792,1 cup
2709804,0.5833,1 cup
2709805,0.3333,1 cup
2709806,0.2708,1 cup
2709807,0.4792,1 cup
2709808,0.4792,1 cup
2709809,0.5417,1 cup
2709810,1.025,1 cup
2709811,0.9833,1 cup
2709812,0.6417,1 cup
2709813,0.775,1 cup
2709814,0.9167,1 cup
2709815,0.9167,1 cup
2709816,0.9167,1 cup
2709817,0.9167,1 cup
2709818,0.6458,1 cup
2709819,0.5542,1 cup
2709820,0.6625,1 cup
2709821,0.6625,1 cup
2709822,0.3042,1 cup
2709823,0.3083,1 cup
2709824,0.3625,1 cup
2709825,0.3208,1 cup
2709826,0.3667,1 cup
2709827,0.3292,1 cup
2709828,0.5208,1 cup
2709829,0.4958,1 cup
2709830,0.4375,1 cup
2709831,0.3083,1 cup
2709832,0.4375,1 cup
2709833,0.7777,1 fl oz (with ice)
2709834,0.75,1 cup
2709835,0.75,1 cup
2709836,1.0,1 cup
2709837,0.7708,1 cup
2709838,0.7708,1 cup
2709839,0.7708,1 cup
2709840,1.0208,1 cup
2709841,0.7708,1 cup
2709842,0.7708,1 cup
2709843,0.7708,1 cup
2709844,0.7708,1 cup
2709845,1.0208,1 cup
2709846,1.0208,1 cup
2709847,0.6458,1 cup
2709848,0.75,1 cup
2709849,0.7708,1 cup
2709850,0.7708,1 cup
2709851,0.6042,1 cup
2709852,0.5833,1 cup
2709853,0.5833,1 cup
2709854,0.5833,1 cup
2709855,0.6042,1 cup
2709856,0.6042,1 cup
2709857,0.6042,1 cup
2709858,0.6042,1 cup
2709859,0.6042,1 cup
2709860,0.6042,1 cup
2709861,0.6042,1 cup
2709862,0.6042,1 cup
2709863,0.6042,1 cup
2709864,0.6042,1 cup
2709865,0.5833,1 cup
2709866,0.6042,1 cup
2709867,0.6042,1 cup
2709868,0.6042,1 cup
2709869,0.6042,1 cup
2709870,0.6042,1 cup
2709871,0.4792,1 cup
2709872,0.7083,1 cup
2709873,0.7083,1 cup
2709874,0.7292,1 cup
2709875,0.7292,1 cup
2709876,0.7292,1 cup
2709877,0.7083,1 cup
2709878,0.5417,1 cup
2709879,0.7083,1 cup
2709880,0.375,1 cup
2709881,0.6458,1 cup
2709882,0.6458,1 cup
2709883,0.6667,1 cup
2709884,0.6667,1 cup
2709885,0.6667,1 cup
2709886,0.5417,1 cup
2709887,0.7083,1 cup
2709888,0.7292,1 cup
2709889,0.625,1 cup
2709890,0.6458,1 cup
2709891,0.6458,1 cup
2709892,0.6458,1 cup
2709893,0.6458,1 cup
2709894,0.6458,1 cup
2709895,0.625,1 cup
2709896,0.6458,1 cup
2709897,0.6458,1 cup
2709898,0.7708,1 cup
2709899,0.6667,1 cup
2709900,0.6667,1 cup
2709901,0.7917,1 cup
2709902,0.6667,1 cup
2709903,0.6667,1 cup
2709904,0.7917,1 cup
2709905,0.7917,1 cup
2709906,0.6458,1 cup
2709908,0.6875,1 cup
2709909,0.7083,1 cup
2709910,0.6875,1 cup
2709911,0.6875,1 cup
2709912,0.6875,1 cup
2709913,0.7083,1 cup
2709914,0.7083,1 cup
2709915,0.7083,1 cup
2709916,0.7083,1 cup
2709917,0.7083,1 cup
2709918,0.7083,1 cup
2709919,0.7083,1 cup
2709920,0.7083,1 cup
2709921,0.7083,1 cup
2709922,0.7083,1 cup
2709923,1.0417,1 cup
2709924,0.6875,1 cup
2709925,0.7083,1 cup
2709926,0.7083,1 cup
2709927,0.7083,1 cup
2709928,0.7708,1 cup
2709929,0.3958,1 cup
2709930,0.4167,1 cup
2709931,0.4542,1 cup
2709932,1.0,1 teaspoon
2709933,0.7083,1 cup
2709934,0.7083,1 cup
2709935,0.7083,1 cup
2709936,0.5208,1 cup
2709937,0.6458,1 cup
2709938,0.6667,1 cup
2709939,0.6667,1 cup
2709940,0.6667,1 cup
2709941,0.6667,1 cup
2709942,0.6667,1 cup
2709943,0.6042,1 cup
2709944,0.6667,1 cup
2709945,0.7708,1 cup
2709946,0.6875,1 cup
2709947,0.6875,1 cup
2709948,0.7917,1 cup
2709949,0.3583,1 cup
2709950,0.875,1 cup
2709951,0.8958,1 cup
2709952,0.7708,1 cup
2709953,0.9375,1 cup
2709954,0.6042,1 cup
2709955,0.6667,1 cup
2709956,0.7708,1 cup
2709957,0.7708,1 cup
2709958,0.6875,1 cup
2709959,0.6667,1 cup
2709960,0.6667,1 cup
2709961,0.6667,1 cup
2709962,0.6875,1 cup
2709963,0.6875,1 cup
2709964,0.6875,1 cup
2709965,0.6875,1 cup
2709966,0.6875,1 cup
2709967,0.6875,1 cup
2709968,0.6875,1 cup
2709969,0.6875,1 cup
2709970,0.6875,1 cup
2709971,0.6875,1 cup
2709972,0.6667,1 cup
2709973,0.6875,1 cup
2709974,0.6875,1 cup
2709975,0.6875,1 cup
2709976,0.6458,1 cup
2709977,0.6458,1 cup
2709978,0.625,1 cup
2709979,0.8,1 cup
2709980,0.7292,1 cup
2709981,0.5833,1 cup
2709982,0.5833,1 cup
2709983,0.6667,1 cup
2709984,0.6667,1 cup
2709985,0.6875,1 cup
2709986,0.6875,1 cup
2709987,0.6875,1 cup
2709989,0.4167,1 cup
2709990,0.4375,1 cup
2709991,0.75,1 cup
2709992,0.75,1 cup
2709993,0.7708,1 cup
2709994,0.7708,1 cup
2709995,0.7708,1 cup
2709996,0.7708,1 cup
2709997,0.7708,1 cup
2709998,0.7708,1 cup
2709999,0.7708,1 cup
2710000,0.7708,1 cup
2710001,0.6458,1 cup
2710002,0.6667,1 cup
2710003,0.6583,1 cup
2710004,0.7292,1 cup
2710005,0.8,1 tablespoon
2710006,1.2,1 teaspoon
2710007,0.7292,1 cup
2710008,0.75,1 cup
2710009,0.625,1 cup
2710010,0.5833,1 cup
2710011,0.6042,1 cup
2710012,0.7708,1 cup
2710013,0.75,1 cup
2710014,0.75,1 cup
2710015,0.7708,1 cup
2710016,0.7708,1 cup
2710017,0.7708,1 cup
2710018,0.7708,1 cup
2710019,0.7708,1 cup
2710020,0.7708,1 cup
2710021,0.7708,1 cup
2710022,0.75,1 cup
2710023,0.7708,1 cup
2710024,0.7708,1 cup
2710025,0.7708,1 cup
2710026,0.6667,1 cup
2710027,0.6875,1 cup
2710028,0.8958,1 cup
2710029,0.6875,1 cup
2710030,0.6667,1 cup
2710031,0.6458,1 cup
2710032,0.6667,1 cup
2710033,0.6458,1 cup
2710034,0.6667,1 cup
2710035,0.5292,1 cup
2710036,0.55,1 cup
2710037,0.7833,1 cup
2710038,0.4,1 tablespoon
2710039,0.25,1 cup
2710040,0.9583,1 cup
2710041,0.7708,1 cup
2710042,0.3542,1 cup
2710043,0.7333,1 cup
2710044,0.7333,1 cup
2710046,0.8917,1 cup
2710047,0.4375,1 cup
2710048,0.9167,1 cup
2710049,1.0,1 tablespoon
2710050,0.825,1 cup
2710051,0.825,1 cup
2710052,0.7917,1 cup
2710053,0.5625,1 cup
2710054,0.375,1 cup
2710055,0.2083,1 cup
2710056,0.8917,1 cup
2710057,0.8917,1 cup
2710058,0.9167,1 cup
2710059,0.9042,1 cup
2710060,0.9708,1 cup
2710061,0.9042,1 cup
2710062,0.5667,1 cup
2710063,1.0625,1 cup
2710064,0.9167,1 cup
2710065,0.2625,1 cup
2710067,1.0,1 cup
2710068,0.8333,1 cup
2710069,0.9167,1 cup
2710070,0.6042,1 cup
2710071,0.7083,1 cup
2710072,0.625,1 cup
2710073,1.0,1 tablespoon
2710074,0.5208,1 cup
2710075,0.625,1 cup
2710076,0.625,1 cup
2710077,0.625,1 cup
2710078,0.6458,1 cup
2710079,1.0,1 tablespoon
2710080,0.6458,1 cup
2710081,0.3958,1 cup
2710082,1.0,1 cup
2710083,1.0,1 tablespoon
2710084,0.6458,1 cup
2710085,1.0,1 tablespoon
2710086,1.0,1 tablespoon
2710088,0.5625,1 cup
2710089,0.5625,1 cup
2710090,0.5625,1 cup
2710091,0.5625,1 cup
2710092,1.0667,1 tablespoon
2710093,1.0667,1 tablespoon
2710094,0.625,1 cup
2710095,0.625,1 cup
2710096,0.625,1 cup
2710097,0.6458,1 cup
2710098,0.6458,1 cup
2710099,0.625,1 cup
2710100,0.4167,1 cup
2710101,0.6667,1 cup
2710102,0.6458,1 cup
2710103,1.0667,1 tablespoon
2710104,0.7083,1 cup
2710105,1.0208,1 cup
2710106,1.0208,1 cup
2710107,1.0625,1 cup
2710108,1.0208,1 cup
2710109,1.0625,1 cup
2710110,1.0208,1 cup
2710111,1.0208,1 cup
2710112,1.0208,1 cup
2710113,1.0208,1 cup
2710114,1.0208,1 cup
2710115,1.0208,1 cup
2710116,1.0208,1 cup
2710117,1.0,1 tablespoon
2710118,1.0,1 tablespoon
2710119,1.0,1 tablespoon
2710120,1.0,1 tablespoon
2710121,1.0,1 tablespoon
2710122,1.0,1 tablespoon
2710123,1.0,1 tablespoon
2710124,1.0,1 tablespoon
2710125,1.0,1 tablespoon
2710126,1.0,1 tablespoon
2710127,1.0,1 tablespoon
2710128,1.0,1 tablespoon
