recipe_id,ingredient_id,ingredient_index,portion_factor,actual_measure,measure_only
147,524,9,1,,
148,241,1,1,,
148,636,2,1,,
148,615,3,1,,2 tablespoon
148,439,4,1,,
148,497,5,1,,
148,98,6,1,,
148,271,7,1,,
148,130,8,1,,
148,524,9,1,,
148,353,10,1,,2 tablespoon
148,356,11,1,,2 tablespoon
149,83,1,1,,
149,399,2,1,,1 large
149,535,3,1,,
149,592,4,1,,1 tablespoon
149,192,5,1,available from online specialists,2 tablespoon
149,279,6,1,also known as grains of paradise,
150,632,1,1,,
150,13,2,1,,1 cup
150,325,3,1,,2 teaspoon
150,624,4,1,,
150,112,5,1,,2 tablespoon
150,390,6,1,,1 tablespoon
151,113,1,1,,3 tablespoon
152,52,1,1,,2 tablespoon
152,625,2,1,,2 cup
153,109,1,1,,2 tablespoon
153,54,2,1,,1 tablespoon
153,325,3,1,,1 teaspoon
153,567,4,1,,2 tablespoon
154,607,1,1,,5 tablespoon
154,260,2,1,,2 tablespoon
154,52,3,1,,3 tablespoon
154,325,4,1,,1 teaspoon
154,625,5,1,,1 cup
155,173,1,1,,3 cup
156,10,1,1,,3 cup
156,631,2,1,,1 cup
156,28,3,1,,1 teaspoon
156,575,4,1,,2 tablespoon
156,366,5,1,,
156,109,6,1,,4 tablespoon
157,633,1,1,,1 cup
157,1,2,1,,1 teaspoon
157,621,3,1,,5 cup
157,575,4,1,,3 tablespoon
157,27,5,1,,2 teaspoon
157,326,6,1,,1 teaspoon
157,10,7,1,,4 cup
157,606,8,1,,1 teaspoon
158,220,1,1,,3 tablespoon
158,448,2,1,,
158,646,3,1,,3 tablespoon
158,325,4,1,,1 teaspoon
158,598,5,1,,2 tablespoon
159,67,1,1,,1 teaspoon
159,173,2,1,,2 cup
159,575,3,1,,3 tablespoon
159,365,4,1,,2 cup
159,174,2,1,,2 cup
161,456,1,1,,
161,608,2,1,,2 tablespoon
163,625,1,1,,1 cup
163,575,2,1,,
163,116,3,1,,1 teaspoon
163,26,4,1,,1 teaspoon
163,12,5,1,,1 cup
163,104,6,1,,1 cup
163,542,7,1,,1 cup
163,609,8,1,,1 cup
164,606,1,1,,3 tablespoon
164,567,2,1,,2 tablespoon
165,111,1,1,,3 tablespoon
165,249,2,1,,1 cup
166,449,1,1,,
166,325,2,1,,1 tablespoon
166,630,3,1,,6 cup
166,259,4,1,,3 tablespoon
167,452,1,1,,
167,202,2,1,,1 teaspoon
167,248,3,1,,2 cup
167,629,4,1,,1 cup
168,627,1,1,,5 cup
168,643,2,1,,1 cup
168,325,3,1,,2 teaspoon
169,458,1,1,,
169,434,2,1,page 185,1 cup
169,606,3,1,,4 tablespoon
170,575,1,1,,
170,470,2,1,,2 teaspoon
170,10,3,1,,
171,115,1,1,,1 tablespoon
171,454,2,1,,
171,325,3,1,,1 teaspoon
171,584,4,1,,3 tablespoon
171,339,5,1,,2 tablespoon
172,544,1,1,,4 cup
173,627,1,1,,
173,325,2,1,,1 teaspoon
173,221,3,1,,3 tablespoon
174,568,1,1,,3 tablespoon
174,260,2,1,,1 teaspoon
175,450,1,1,,
175,260,2,1,,2 tablespoon
175,325,3,1,,1 teaspoon
175,168,4,1,,2 tablespoon
176,457,1,1,,
176,325,2,1,,1 teaspoon
176,10,3,1,,2 cup
177,455,1,1,,
177,628,2,1,,3 cup
177,575,3,1,,2 tablespoon
178,623,1,1,,
178,2,2,1,,1 teaspoon
178,575,3,1,,3 tablespoon
178,124,4,1,,1 cup
179,109,1,1,,3 tablespoon
179,604,2,1,,2 teaspoon
179,247,3,1,,1 cup
180,451,1,1,,
180,109,2,1,,3 tablespoon
180,604,3,1,,1 teaspoon
181,575,1,1,,2 cup
181,258,2,1,,1 cup
181,117,3,1,,1 teaspoon
214,316,1,1,,
226,141,1,1,,
226,260,2,1,,2 tablespoon
226,122,3,1,,2 medium
226,561,4,1,,
226,94,5,1,,2 tablespoon
226,522,6,1,,1 teaspoon
226,639,7,1,,1/2 teaspoon
226,586,8,1,,3 tablespoon
226,625,9,1,,
226,566,10,1,,
226,286,11,1,,
227,228,1,1,,
227,294,2,1,,
227,356,3,1,,2 tablespoon
227,209,4,1,,
227,382,5,1,,4 tablespoon
227,522,6,1,,1 teaspoon
227,412,7,1,,1/2 teaspoon
227,425,8,1,,1/4 teaspoon
227,90,9,1,,1 1/2 cups
227,412,11,1,,1 1/4 teaspoon
227,425,12,1,,1/2 teaspoon
228,143,1,1,,
228,522,2,1,,1 teaspoon
228,390,3,1,,3 tablespoon
228,598,4,1,,1 tablespoon
228,384,5,1,,
228,625,6,1,,
228,399,7,1,,1/2 medium
228,251,8,1,,3 cloves
228,273,9,1,,1 medium
228,120,10,1,,
229,359,1,1,,8 medium
229,177,2,1,,
229,522,3,1,,1 teaspoon
229,591,4,1,,1 1/2 teaspoon
229,251,5,1,,3 cloves
229,377,6,1,,
230,139,1,1,,
230,390,2,1,,3 tablespoon
230,399,3,1,,1 medium
230,251,4,1,,3 teaspoon
230,260,5,1,,2 teaspoon
230,482,6,1,,? teaspoon
230,488,7,1,,? teaspoon
230,481,8,1,,? teaspoon
230,477,9,1,,? teaspoon
230,522,10,1,,
230,597,11,1,,3 large
230,301,12,1,,
230,134,13,1,,
230,9,14,1,,1 tablespoon
230,560,15,1,,
231,573,1,1,,
231,522,2,1,,1 1/2 teaspoon
231,62,3,1,,3/4 teaspoon
231,373,4,1,,
231,209,5,1,,
231,399,6,1,,1 small
231,33,7,1,,2 teaspoon
231,251,8,1,,2 teaspoon
231,298,9,1,,
231,131,10,1,,
231,466,11,1,,
231,390,12,1,,3 tablespoon
231,566,13,1,optional,
232,266,1,1,,1 1/2 cups
232,8,2,1,plain flour,1 1/4 cups
232,577,3,1,,1/2 cup
232,522,4,1,,1/2 teaspoon
232,26,5,1,,1 teaspoon
232,560,6,1,,1 cup
232,209,7,1,,
232,390,8,1,,5 tablespoon
233,424,1,1,,
233,441,2,1,,
233,585,3,1,,5 tablespoon
233,251,4,1,,2 large
233,399,5,1,,1 medium
233,467,6,1,,
233,522,7,1,,1 1/2 teaspoon
233,62,8,1,,3/4 teaspoon
233,598,9,1,,3 tablespoon
234,442,1,1,,
234,522,2,1,,1 teaspoon
234,390,3,1,,3 tablespoon
234,251,4,1,,2 teaspoon
234,479,5,1,,3 teaspoon
235,573,1,1,,
235,73,2,1,,
235,399,3,1,,1 large
235,251,4,1,,3 teaspoon
235,120,5,1,,2 large
235,164,6,1,,
235,464,7,1,,
235,469,8,1,,
235,597,9,1,,4 large
235,379,10,1,,
235,522,11,1,,1 teaspoon
235,391,12,1,,
235,625,13,1,,
236,553,1,1,,
236,483,2,1,,2 tablespoon
236,251,3,1,,2 tablespoon
236,415,4,1,,3 teaspoon
236,522,5,1,,2 teaspoon
236,390,6,1,,4 tablespoon
236,334,7,1,,
237,145,1,1,,
237,522,2,1,,1 3/4 teaspoon
237,400,3,1,,1 teaspoon
237,591,4,1,,1/2 teaspoon
237,412,5,1,,1 1/2 teaspoon
237,372,6,1,,
237,390,7,1,,3 tablespoon
238,91,1,1,,3 cups
238,266,2,1,mapfunde,1 cup
238,26,3,1,,2 teaspoon
238,126,4,1,,1 cup
238,390,5,1,,1/2 cup
238,364,6,1,,1 1/4 cup
238,209,7,1,,
238,610,8,1,,1 teaspoon
238,160,9,1,,1 teaspoon
239,399,1,1,,1 medium
239,177,2,1,,3 tablespoon
239,484,3,1,,1 teaspoon
239,485,4,1,,1 teaspoon
239,488,5,1,,1/4 teaspoon
239,522,6,1,,1 1/4 teaspoon
239,251,7,1,,1 teaspoon
239,508,8,1,,3 cups
239,76,9,1,,6 cups
240,406,1,1,,
240,334,2,1,,1 tablespoon
240,540,3,1,,3 cups
240,26,4,1,,1 1/2 teaspoon
240,480,5,1,,1 teaspoon
240,126,6,1,,3/4 cup
240,522,7,1,,
240,390,8,1,,1/2 cup
240,363,9,1,,4 tablespoon
240,560,10,1,,1 cup
241,264,1,1,Pearl Millet,
241,515,2,1,,
241,76,3,1,,
242,573,1,1,,
242,522,2,1,,3/4 teaspoon
242,360,3,1,,3/4 teaspoon
242,412,4,1,,3/4 teaspoon
242,399,5,1,,1 medium
242,597,6,1,,2 large
242,251,7,1,,3 cloves
242,129,8,1,,
242,120,9,1,,3 medium
242,469,10,1,,
242,384,11,1,,
242,598,12,1,,1 tablespoon
242,625,13,1,,
242,194,14,1,,1/2 tablespoon
242,391,15,1,,4 tablespoon
243,447,1,1,,8 large
243,216,2,1,,
243,522,3,1,,1 teaspoon
243,487,4,1,,2 tablespoon
243,425,5,1,,1 teaspoon
243,103,6,1,,1 tablespoon
243,362,7,1,,1/2 cup
244,266,1,1,,1 cup
244,515,2,1,,
244,341,3,1,,
244,522,4,1,,1/2 teaspoon
245,176,1,1,,
245,484,2,1,,1 teaspoon
245,477,3,1,,1/2 teaspoon
245,399,4,1,,1 medium
245,120,5,1,,2 large
245,209,6,1,,4 large
245,522,7,1,,1 1/2 teaspoon
245,273,8,1,,1 medium
245,502,9,1,,1 small
245,561,10,1,,
245,391,11,1,,3 tablespoon
245,251,12,1,,
246,554,1,1,,8 medium
246,390,2,1,,4 tablespoon
246,485,3,1,,1 teaspoon
246,486,4,1,,4 teaspoon
246,522,5,1,,1 teaspoon
247,91,1,1,,3 cups
247,264,2,1,Pearl Millet,1 cup
247,346,3,1,,
247,390,4,1,,4 tablespoon
247,95,5,1,,3 tablespoon
247,307,6,1,,
247,522,7,1,,1 teaspoon
248,342,1,1,,3 cups
248,502,2,1,,1/2 small
248,251,3,1,,2 teaspoon
248,399,4,1,,1/2 medium
248,120,5,1,,1 small
248,465,6,1,,
248,468,7,1,,
248,134,8,1,,5 1/2 cups
248,522,9,1,,1 teaspoon
248,484,10,1,,1 teaspoon
248,488,11,1,,1/2 teaspoon
248,478,12,1,,1/4 teaspoon
248,390,13,1,,3 tablespoon
249,265,1,1,traditional brown rice,3 cups
249,625,2,1,,7 cups
249,522,3,1,,1 teaspoon
250,323,1,1,,
250,399,2,1,,1/2 medium
250,597,3,1,,2 large
250,435,4,1,all purpose,3/4 cup
250,483,5,1,,1 teaspoon
250,488,6,1,,1 teaspoon
250,522,7,1,,2 teaspoon
250,484,8,1,,1 teaspoon
250,177,9,1,,
250,251,10,1,,1 teaspoon
250,209,11,1,,
250,598,12,1,,1 tablespoon
250,383,13,1,,
250,625,14,1,,
251,126,1,1,,? cup
251,540,2,1,,
251,267,3,1,Finger Millet,? cup
251,203,4,1,,? cup
251,522,5,1,,? teaspoon
251,473,6,1,,? cup
251,293,7,1,,
251,367,8,1,,1 cup
251,210,9,1,,
251,610,10,1,,1 teaspoon
252,583,1,1,,
252,522,2,1,,2 teaspoon
252,251,3,1,,3 teaspoon
252,378,4,1,,
252,376,5,1,,
252,381,6,1,,
253,265,1,1,,
253,173,2,1,,
253,76,3,1,,
254,444,1,1,,
254,390,2,1,,2 tablespoon
254,253,3,1,,1 teaspoon
254,412,4,1,,1 teaspoon
254,400,5,1,,1/2 teaspoon
254,591,6,1,,1/2 teaspoon
254,32,7,1,,1/2 teaspoon
254,522,8,1,,1 teaspoon
254,62,9,1,,1/2 teaspoon
254,380,10,1,,3 tablespoon
254,378,11,1,,1 tablespoon
254,251,12,1,,4 cloves
254,577,13,1,,4 tablespoon
254,625,14,1,,4 tablespoon
254,390,15,1,,1 tablespoon
255,145,1,1,,
255,669,2,1,,1 1/2 teaspoon
255,251,3,1,,3 teaspoon
255,522,4,1,,1 teaspoon
255,336,5,1,,1 tablespoon
255,390,6,1,,3 tablespoon
256,521,1,1,Pearl Millet Sadza,
256,47,2,1,,
256,522,3,1,,1 teaspoon
256,62,4,1,,3/4 teaspoon
256,390,5,1,,2 tablespoon
256,372,6,1,,
257,145,1,1,,
257,207,2,1,,
257,375,3,1,,
257,105,4,1,,1 large
257,399,5,1,,1 large
257,463,6,1,,
257,273,7,1,,1 large
257,502,8,1,,1 large
257,522,9,1,,
257,251,10,1,,3 teaspoon
257,390,11,1,,3 tablespoon
258,466,1,1,,
258,251,2,1,,1 teaspoon
258,522,3,1,,1 teaspoon
258,667,4,1,,1 teaspoon
258,399,5,1,,1 medium
258,597,6,1,,3 large
258,625,7,1,,
258,374,8,1,,3 tablespoon
258,390,9,1,,5 tablespoon
259,385,1,1,,
259,522,2,1,,2 teaspoon
259,625,3,1,,
259,399,4,1,,1 medium
259,597,5,1,,3 large
259,295,6,1,,
259,390,7,1,,3 tablespoon
260,594,1,1,,
260,668,2,1,,4 tablespoon
260,670,3,1,,1 teaspoon
260,399,4,1,,? medium
260,251,5,1,,1 tablespoon
260,260,6,1,,1 tablespoon
260,95,7,1,,1 tablespoon
260,654,8,1,,
260,502,9,1,,
260,273,10,1,,
260,625,11,1,,
260,167,12,1,,
260,417,13,1,optional,
260,390,14,1,,4 tablespoon
261,472,1,1,,
261,522,2,1,,1 teaspoon
261,254,3,1,,
261,302,4,1,,
261,372,5,1,,
261,376,6,1,,
262,354,1,1,at room temperature,
262,125,2,1,,
262,364,3,1,,
262,209,4,1,,2 large
262,539,5,1,,2 cups
262,666,6,1,,2 tablespoon
262,664,7,1,,
262,376,8,1,,
262,332,9,1,,1 teaspoon
263,407,1,1,,
263,273,2,1,,
263,497,3,1,,
263,597,4,1,,
263,598,5,1,,1 tablespoon
263,251,6,1,,4 cloves
263,615,7,1,,2 1/2 tablespoons
263,619,8,1,,1/2 cup
263,561,9,1,,2 tablespoons
263,57,10,1,,1 tablespoon
263,528,11,1,,
263,152,12,1,,
264,370,1,1,,
264,522,2,1,,1/2 teaspoon
264,597,3,1,,2 medium
264,399,4,1,,1 medium
264,251,5,1,,2 cloves
264,615,6,1,,2 tablespoons
264,56,7,1,,1 tablespoon
264,411,8,1,,1 teaspoon
265,50,1,1,,
265,251,2,1,,4 cloves
265,63,3,1,,2 teaspoons
265,253,4,1,,1 teaspoon
265,412,5,1,,2 teaspoons
265,615,6,1,,1/4 cup
265,134,7,1,,
265,399,8,1,,1 large
265,273,9,1,,1 large
265,597,10,1,,1 medium
265,598,11,1,,1 1/2 tablespoon
265,157,12,1,optional,
265,260,13,1,optional,1 tablespoon
266,393,1,1,,
266,557,2,1,,2 teaspoons
266,522,3,1,,1/2 teaspoon
266,513,4,1,,1 medium
266,79,5,1,Amaranth leaves,
266,625,6,1,,
267,80,1,1,,
267,399,2,1,,
267,597,3,1,,
267,506,4,1,,1 teaspoon
267,615,5,1,,2 tablespoons
268,322,1,1,,
268,597,2,1,,1 large
268,471,3,1,,1 large
268,273,4,1,,1 medium
268,153,5,1,Optional,1/4 teaspoon
268,522,6,1,,1/4 teaspoon
268,413,7,1,,1/4 teaspoon
268,615,8,1,,2 1/2 tablespoons
269,306,1,1,Garden Eggs,
269,502,2,1,,
269,273,3,1,,
269,497,4,1,,
269,397,5,1,,3 tablespoons
269,33,6,1,,
269,597,7,1,,
269,251,8,1,,2 cloves
269,412,9,1,,1/2 teaspoon
269,400,10,1,,1/2 teaspoon
269,238,11,1,,1 teaspoon
269,63,12,1,,1/4 teaspoon
269,587,13,1,optional,
270,319,1,1,,
270,597,2,1,,
270,399,3,1,,
270,275,4,1,,
270,251,5,1,,3 cloves
270,615,6,1,,4 tablespoons
270,598,7,1,,1 tablespoon
270,528,8,1,,
271,321,1,1,Sweet Potato leaves,
271,597,2,1,,1 medium
271,399,3,1,,1 medium
271,522,4,1,,1/2 teaspoon
271,615,5,1,,3 tablespoons
272,347,1,1,,
272,459,2,1,,1 1/2 cup
272,399,3,1,,
272,597,4,1,,
272,557,5,1,,2 1/2 teaspoons
272,522,6,1,,3/4 teaspoon
272,625,7,1,,
273,653,1,1,,
273,251,2,1,,3 cloves
273,497,3,1,,
273,272,4,1,,
273,513,5,1,,
273,273,6,1,,
273,397,7,1,,2 tablespoons
273,250,8,1,,1 1/2 teaspoons
273,601,9,1,,1 teaspoon
273,198,10,1,,1 teaspoon
273,260,11,1,,1 teaspoon
273,411,12,1,,1 teaspoon
273,522,13,1,,1 teaspoons
273,598,14,1,,2 teaspoons
273,179,15,1,,
273,495,16,1,optional,
274,357,1,1,,3 cups
274,341,2,1,,
274,173,3,1,,1 1/2 cups
276,530,1,1,,
276,95,2,1,,1 cup
276,522,3,1,,2 teaspoons
276,459,4,1,,2 cups
276,556,5,1,,3 tablespoons
276,625,6,1,,
277,580,1,1,,
277,459,2,1,,
277,522,3,1,,1 teaspoon
277,422,4,1,,2 cups
277,625,5,1,,
278,589,1,1,,
278,273,2,1,,1 large
278,497,3,1,,1 large
278,615,4,1,,2 tablespoons
278,597,5,1,,1 large
278,63,6,1,,1/4 teaspoon
278,522,7,1,,1/2 teaspoon
278,561,8,1,Optional,1 tablespoon
278,193,9,1,Optional,1 tablespoon
279,615,1,1,120.0 g,1/2 cup
279,672,2,1,1362.0 g,3 pounds
279,522,3,1,,
279,673,4,1,300.0 g,2 large
279,674,5,1,8.0 g,2 cloves
279,675,6,1,,1
279,676,7,1,450.0 g,3 large
279,677,8,1,,8
279,678,9,1,,4
279,504,10,1,480.0 g,2 cups
279,625,11,1,120.0 g,1/2 cup
279,679,12,1,120.0 g,1/2 cup
279,680,13,1,30.0 g,2 tablespoons
279,681,14,1,10.0 g,2 teaspoons
279,682,15,1,10.0 g,2 teaspoons
279,683,16,1,5.0 g,1 teaspoon
280,684,1,1,908.0 g,2 pounds
280,397,2,1,45.0 g,3 tablespoons
280,412,3,1,10.0 g,2 teaspoons
280,685,4,1,5.0 g,1 teaspoon
280,325,5,1,5.0 g,1 teaspoon
280,686,6,1,3.75 g,3/4 teaspoon
280,682,7,1,3.75 g,3/4 teaspoon
280,681,8,1,2.5 g,1/2 teaspoon
280,687,9,1,2.5 g,1/2 teaspoon
280,688,10,1,2.5 g,1/2 teaspoon
280,683,11,1,1.25 g,1/4 teaspoon
280,127,12,1,1.25 g,1/4 teaspoon
280,689,13,1,1.25 g,1/4 teaspoon
280,690,14,1,0.5 g,1 pinch
280,673,15,1,220.0 g,2 medium
280,691,16,1,,5
280,674,17,1,12.0 g,3 cloves
280,692,18,1,15.0 g,1 tablespoon
280,331,19,1,,1
280,693,20,1,411.08 g,1 can
280,694,21,1,15.0 g,1 tablespoon
280,695,22,1,15.0 g,1 tablespoon
280,696,23,1,15.0 g,1 tablespoon
280,697,24,1,15.0 g,1 tablespoon
281,681,1,1,6.25 g,1 1/4 teaspoons
281,688,2,1,2.5 g,1/2 teaspoon
281,689,3,1,1.25 g,1/4 teaspoon
281,698,4,1,0.62 g,1/8 teaspoon
281,687,5,1,2.5 g,1/2 teaspoon
281,682,6,1,1.25 g,1/4 teaspoon
281,699,7,1,1.25 g,1/4 teaspoon
281,397,8,1,15.0 g,1 tablespoon
281,497,9,1,,1
281,700,10,1,,1
281,701,11,1,,2
281,702,12,1,120.0 g,1/2 cup
281,325,13,1,5.0 g,1 teaspoon
281,703,14,1,,
281,704,15,1,411.08 g,1 can
281,705,16,1,360.0 g,1 1/2 cups
281,706,17,1,120.0 g,1/2 cup
281,707,18,1,360.0 g,1 1/2 cups
281,708,19,1,45.0 g,3 tablespoons
282,673,1,1,,2
282,674,2,1,8.0 g,2 cloves
282,709,3,1,5.0 g,1 teaspoon
282,625,4,1,1440.0 g,6 cups
282,710,5,1,240.0 g,1 cup
282,711,6,1,425.25 g,1 can
282,712,7,1,538.65 g,1 can
282,713,8,1,411.08 g,1 can
282,714,9,1,120.0 g,1/2 cup
282,715,10,1,120.0 g,1/2 cup
282,716,11,1,5.0 g,1 teaspoon
282,687,12,1,7.5 g,1 1/2 teaspoons
282,698,13,1,2.5 g,1/2 teaspoon
282,681,14,1,2.5 g,1/2 teaspoon
282,397,15,1,15.0 g,1 tablespoon
284,625,1,1,2400.0 g,10 cups
284,715,2,1,240.0 g,1 cup
284,724,3,1,170.1 g,1 can
284,726,4,1,,2
284,727,5,1,5.0 g,1 teaspoon
284,677,6,1,,6
284,676,7,1,,2
284,109,8,1,60.0 g,1/4 cup
284,728,9,1,1362.0 g,3 pounds
284,720,10,1,150.0 g,1 large
284,729,11,1,,
284,730,12,1,425.25 g,1 can
284,731,13,1,60.0 g,1/4 cup
284,625,14,1,120.0 g,1/2 cup
285,580,1,1,,1
285,211,2,1,110.0 g,1 medium
285,270,3,1,,1
285,489,4,1,,1
285,691,5,1,,2
285,720,6,1,,1
285,397,7,1,90.0 g,6 tablespoons
285,674,8,1,12.0 g,3 cloves
285,683,9,1,5.0 g,1 teaspoon
285,680,10,1,15.0 g,1 tablespoon
285,685,11,1,5.0 g,1 teaspoon
285,537,12,1,11.25 g,3/4 tablespoon
285,127,13,1,3.75 g,3/4 teaspoon
285,711,14,1,425.25 g,1 can
285,732,15,1,60.0 g,1/4 cup
285,671,16,1,,1
285,733,17,1,30.0 g,2 tablespoons
285,706,18,1,240.0 g,1 cup
285,562,19,1,283.5 g,10 ounces
287,397,1,1,120.0 g,1/2 cup
287,691,2,1,440.0 g,4 medium
287,720,3,1,110.0 g,1 medium
287,738,4,1,100.0 g,1/2 head
287,537,5,1,5.0 g,1 teaspoon
287,739,6,1,2.5 g,1/2 teaspoon
287,681,7,1,2.5 g,1/2 teaspoon
287,683,8,1,1.25 g,1/4 teaspoon
287,740,9,1,550.0 g,5 medium
288,615,1,1,30.0 g,2 tablespoons
288,673,2,1,220.0 g,2 medium
288,741,3,1,681.0 g,1 1/2 pounds
288,364,4,1,240.0 g,1 cup
288,742,5,1,60.0 g,2 slices
288,733,6,1,120.0 g,1/2 cup
288,743,7,1,15.0 g,1 tablespoon
288,680,8,1,7.5 g,1/2 tablespoon
288,22,9,1,5.0 g,1 teaspoon
288,522,10,1,5.0 g,1 teaspoon
288,739,11,1,2.5 g,1/2 teaspoon
288,209,12,1,150.0 g,1 large
288,522,13,1,0.5 g,1 pinch
288,35,14,1,,1
290,615,1,1,15.0 g,1 tablespoon
290,746,2,1,480.0 g,2 cups
290,625,3,1,720.0 g,3 cups
290,522,4,1,5.0 g,1 teaspoon
290,747,5,1,453.6 g,1 package
290,748,6,1,240.0 g,1 cup
290,522,7,1,2.5 g,1/2 teaspoon
290,615,8,1,15.0 g,1 tablespoon
290,673,9,1,,5
290,674,10,1,8.0 g,2 cloves
290,206,11,1,45.0 g,3 tablespoons
290,749,12,1,,4
290,724,13,1,120.0 g,1/2 cup
290,522,14,1,7.5 g,1 1/2 teaspoons
290,739,15,1,5.0 g,1 teaspoon
290,681,16,1,12.5 g,2 1/2 teaspoons
290,127,17,1,1.25 g,1/4 teaspoon
291,397,1,1,15.0 g,1 tbsp
291,750,2,1,454.0 g,1 pound
291,522,3,1,5.0 g,1 teaspoon
291,720,4,1,,1
291,691,5,1,,2
291,751,6,1,80.0 g,2 stalks
291,674,7,1,8.0 g,2 cloves
291,752,8,1,15.0 g,1 tablespoon
291,681,9,1,3.75 g,3/4 teaspoon
291,412,10,1,2.5 g,1/2 teaspoon
291,753,11,1,2.5 g,1/2 teaspoon
291,698,12,1,1.25 g,1/4 teaspoon
291,683,13,1,1.25 g,1/4 teaspoon
291,705,14,1,360.0 g,1 1/2 cups
291,754,15,1,240.0 g,1 cup
291,755,16,1,240.0 g,1 cup
291,671,17,1,,1
291,334,18,1,15.0 g,1 tablespoon
292,756,1,1,496.12 g,1 package
292,757,2,1,120.0 g,1/2 cup
292,758,3,1,240.0 g,1 cup
292,759,4,1,240.0 g,1 cup
292,733,5,1,240.0 g,1 cup
292,760,6,1,240.0 g,1 cup
292,640,7,1,300.0 g,1 1/4 cups
292,364,8,1,960.0 g,4 cups
292,761,9,1,120.0 g,1/2 cup
293,762,1,1,240.0 g,1 cup
293,763,2,1,2.5 g,1/2 teaspoon
293,640,3,1,2.5 g,1/2 teaspoon
293,364,4,1,240.0 g,1 cup
293,10,5,1,240.0 g,1 cup
293,542,6,1,240.0 g,1 cup
293,745,7,1,,2
293,744,8,1,10.0 g,2 teaspoons
293,522,9,1,5.0 g,1 teaspoon
293,99,10,1,90.0 g,6 tablespoons
293,695,11,1,180.0 g,3/4 cup
293,764,12,1,5.0 g,1 teaspoon
294,489,1,1,,1
294,719,2,1,,3
294,765,3,1,170.1 g,6
294,625,4,1,240.0 g,1 cup
294,397,5,1,60.0 g,1/4 cup
294,412,6,1,30.0 g,2 tablespoons
294,766,7,1,15.0 g,1 tablespoon
294,127,8,1,5.0 g,1 teaspoon
294,729,9,1,,
294,767,10,1,60.0 g,1/4 cup
296,640,1,1,480.0 g,2 cups
296,745,2,1,,4
296,239,3,1,480.0 g,2 cups
296,744,4,1,10.0 g,2 teaspoons
296,29,5,1,10.0 g,2 teaspoons
296,522,6,1,2.5 g,1/2 teaspoon
296,206,7,1,45.0 g,3 tablespoons
296,22,8,1,30.0 g,2 tablespoons
296,364,9,1,480.0 g,2 cups
296,577,10,1,240.0 g,1 cup
296,625,11,1,240.0 g,1 cup
296,364,12,1,240.0 g,1 cup
296,772,13,1,120.0 g,1/2 cup
296,773,14,1,10.0 g,2 teaspoons
297,685,1,1,5.0 g,1 teaspoon
297,681,2,1,5.0 g,1 teaspoon
297,325,3,1,5.0 g,1 teaspoon
297,688,4,1,2.5 g,1/2 teaspoon
297,689,5,1,1.25 g,1/4 teaspoon
297,737,6,1,1.25 g,1/4 teaspoon
297,683,7,1,1.25 g,1/4 teaspoon
297,680,8,1,0.62 g,1/8 teaspoon
297,99,9,1,15.0 g,1 tablespoon
297,774,10,1,110.0 g,1 medium
297,775,11,1,480.0 g,2 cups
297,776,12,1,411.08 g,4 cans
297,711,13,1,425.25 g,1 can
297,713,14,1,411.08 g,1 can
297,740,15,1,450.0 g,3 large
297,777,16,1,220.0 g,2 medium
297,691,17,1,600.0 g,4 large
297,778,18,1,240.0 g,1 cup
297,779,19,1,120.0 g,1/2 cup
297,695,20,1,15.0 g,1 tablespoon
297,739,21,1,5.0 g,1 teaspoon
297,696,22,1,15.0 g,1 tablespoon
297,697,23,1,15.0 g,1 tablespoon
298,397,1,1,15.0 g,1 tablespoon
298,720,2,1,70.0 g,1 small
298,674,3,1,8.0 g,2 cloves
298,681,4,1,10.0 g,2 teaspoons
298,682,5,1,10.0 g,2 teaspoons
298,716,6,1,5.0 g,1 teaspoon
298,127,7,1,2.5 g,1/2 teaspoon
298,680,8,1,2.5 g,1/2 teaspoon
298,522,9,1,0.5 g,1 pinch
298,740,10,1,,3
298,713,11,1,411.08 g,1 can
298,723,12,1,240.0 g,1 cup
298,702,13,1,240.0 g,1 cup
298,625,14,1,,
298,780,15,1,100.0 g,1 bunch
298,781,16,1,411.08 g,1 can
298,782,17,1,120.0 g,1/2 cup
300,625,1,1,720.0 g,3 cups
300,710,2,1,240.0 g,1 cup
300,514,3,1,,1
300,120,4,1,,1
300,720,5,1,70.0 g,1 small
300,674,6,1,16.0 g,4 cloves
300,788,7,1,,1/4
300,625,8,1,240.0 g,1 cup
300,681,9,1,10.0 g,2 teaspoons
300,537,10,1,2.5 g,1/2 teaspoon
300,789,11,1,2.5 g,1/2 teaspoon
300,682,12,1,1.25 g,1/4 teaspoon
301,790,1,1,150.0 g,1 large
301,109,2,1,60.0 g,1/4 cup
301,720,3,1,,1
301,727,4,1,10.0 g,2 teaspoons
301,791,5,1,,4
301,625,6,1,240.0 g,1 cup
301,724,7,1,170.1 g,1 can
301,792,8,1,425.25 g,1 can
301,793,9,1,0.5 g,1 pinch
301,794,10,1,0.5 g,1 pinch
302,795,1,1,300.0 g,1 1/4 cups
302,625,2,1,300.0 g,1 1/4 cups
302,796,3,1,480.0 g,2 cups
302,522,4,1,0.5 g,1 pinch
302,739,5,1,0.5 g,1 pinch
302,397,6,1,75.0 g,5 tablespoons
302,797,7,1,120.0 g,1/2 cup
302,674,8,1,16.0 g,4 cloves
302,798,9,1,,1
302,799,10,1,120.0 g,1/2 cup
302,800,11,1,80.0 g,1/3 cup
