recipe_id,ingredient_id,ingredient_index,portion_factor,actual_measure,measure_only
1093,1534,3,1,240.0 g,1 cup
1093,3306,4,1,30.0 g,2 tablespoons
1093,577,5,1,,
1093,3307,6,1,,7
1094,691,1,1,,2
1094,1997,2,1,,2
1094,93,3,1,,1
1094,178,4,1,,
1094,870,5,1,,2
1094,3308,6,1,,8
1094,435,7,1,120.0 g,1/2 cup
1094,724,8,1,80.0 g,1/3 cup
1094,1605,9,1,800.0 g,800 g
1094,966,10,1,480.0 g,2 cups
1094,676,11,1,,2
1094,707,12,1,720.0 g,3 cups
1095,3309,1,1,,4
1095,2946,2,1,60.0 g,1/4 cup
1095,397,3,1,30.0 g,2 tablespoons
1095,331,4,1,150.0 g,1 large
1095,782,5,1,30.0 g,2 tablespoons
1095,412,6,1,5.0 g,1 teaspoon
1095,1411,7,1,,
1096,542,1,1,720.0 g,3 cups
1096,577,2,1,180.0 g,3/4 cup
1096,925,3,1,180.0 g,3/4 cup
1096,3310,4,1,,1
1096,2088,5,1,240.0 g,1 cup
1096,1945,6,1,120.0 g,1/2 cup
1096,3311,7,1,,1
1096,577,8,1,720.0 g,3 cups
1096,625,9,1,480.0 g,2 cups
1096,331,10,1,,1/2
1097,3312,1,1,,1
1097,3313,2,1,5.0 g,1 teaspoon
1097,870,3,1,,2
1097,331,4,1,,1
1097,685,5,1,10.0 g,2 teaspoons
1097,681,6,1,15.0 g,3 teaspoons
1097,2915,7,1,60.0 g,4 tablespoons
1097,797,8,1,60.0 g,4 tablespoons
1097,397,9,1,40.0 g,40 ml
1097,3314,10,1,800.0 g,800 g
1097,1835,11,1,,1
1097,3315,12,1,60.0 g,4 tablespoons
1098,3316,1,1,150.0 g,2
1098,3317,2,1,50.0 g,50 g
1098,2450,3,1,15.0 g,1 tablespoon
1098,3318,4,1,30.0 g,2 tablespoons
1098,3319,5,1,100.0 g,1 bunch
1098,397,6,1,15.0 g,1 tablespoon
1098,1617,7,1,5.0 g,1 teaspoon
1098,1613,8,1,,1/2
1098,1613,9,1,,1/2
1098,537,10,1,,
1098,3025,11,1,,
1098,707,12,1,200.0 g,200 g
1098,785,13,1,400.0 g,400 ml
1099,3320,1,1,,5
1099,3321,2,1,25.0 g,25 g
1099,695,3,1,15.0 g,1 tablespoon
1099,537,4,1,,
1099,2569,5,1,,
1099,412,6,1,5.0 g,1 teaspoon
1099,1613,7,1,,1
1099,3275,8,1,,1/2
1099,707,9,1,150.0 g,150 g
1099,2936,10,1,100.0 g,100 ml
1099,3023,11,1,15.0 g,1 tablespoon
1099,2399,12,1,30.0 g,1 handful
1099,2013,13,1,,1
1100,2387,1,1,120.0 g,1/2 cup
1100,870,2,1,,2
1100,390,3,1,15.0 g,1 tablespoon
1100,681,4,1,2.5 g,1/2 teaspoon
1100,2401,5,1,240.0 g,1 cup
1100,3322,6,1,240.0 g,1 cup
1100,3323,7,1,120.0 g,1/2 cup
1100,707,8,1,180.0 g,3/4 cup
1100,907,9,1,,
1101,422,1,1,227.0 g,1/2 lb
1101,3324,2,1,,1
1101,364,3,1,,1/2
1101,1085,4,1,10.0 g,2 teaspoons
1101,3325,5,1,10.0 g,2 teaspoons
1101,1922,6,1,5.0 g,1 teaspoon
1102,3326,1,1,30.0 g,2 tablespoons
1102,673,2,1,300.0 g,2 large
1102,1260,3,1,300.0 g,2 large
1102,1224,4,1,10.0 g,2 teaspoons
1102,777,5,1,,2
1102,870,6,1,450.0 g,3 large
1102,1991,7,1,,
1102,3327,8,1,1.25 g,1/4 teaspoon
1102,754,9,1,480.0 g,2 cups
1102,3328,10,1,1200.0 g,5 cups
1102,422,11,1,180.0 g,3/4 cup
1102,3329,12,1,170.1 g,6 ounces
1102,176,13,1,480.0 g,2 cups
1102,272,14,1,240.0 g,1 cup
1103,615,1,1,15.0 g,1 tablespoon
1103,3330,2,1,454.0 g,1 lb
1103,522,3,1,2.5 g,1/2 teaspoon
1103,875,4,1,0.62 g,1/8 teaspoon
1103,966,5,1,540.0 g,2 1/4 cups
1103,1293,6,1,7.5 g,1 1/2 teaspoons
1103,3331,7,1,226.8 g,8 ounces
1103,3332,8,1,226.8 g,8 ounces
1103,619,9,1,45.0 g,3 tablespoons
1103,695,10,1,15.0 g,1 tablespoon
1103,2429,11,1,240.0 g,1 cup
1103,707,12,1,180.0 g,3/4 cup
1104,3333,1,1,600.0 g,4 large
1104,502,2,1,,1
1104,654,3,1,,1
1104,497,4,1,,
1104,870,5,1,,4
1104,3334,6,1,,1
1104,2118,7,1,15.0 g,1 tablespoon
1104,331,8,1,,1
1104,3112,9,1,120.0 g,1/2 cup
1104,645,10,1,15.0 g,1 tablespoon
1104,1697,11,1,,
1104,522,12,1,,
1104,1922,13,1,,
1104,1584,14,1,,
1105,2103,1,1,420.0 g,6 small
1105,870,2,1,,2
1105,331,3,1,,1
1105,522,4,1,0.5 g,1 pinch
1105,1584,5,1,99.23 g,3 1/2 ounces
1107,2103,1,1,,14
1107,870,2,1,,10
1107,1551,3,1,120.0 g,1/2 cup
1107,3336,4,1,60.0 g,1/4 cup
1107,3337,5,1,60.0 g,1/4 cup
1107,331,6,1,,1
1107,334,7,1,30.0 g,2 tablespoons
1107,829,8,1,45.0 g,3 tablespoons
1107,397,9,1,80.0 g,1/3 cup
1107,537,10,1,5.0 g,1 teaspoon
1108,3129,1,1,60.0 g,1/4 cup
1108,2070,2,1,600.0 g,2 1/2 cups
1108,522,3,1,2.5 g,1/2 teaspoon
1108,2353,4,1,283.5 g,1
1108,3338,5,1,,
1108,397,6,1,30.0 g,2 tablespoons
1108,888,7,1,5.0 g,1 teaspoon
1108,2569,8,1,,
1109,3339,1,1,,1
1109,2100,2,1,10.0 g,2 teaspoons
1109,2442,3,1,10.0 g,2 teaspoons
1109,1584,4,1,15.0 g,1 tablespoon
1109,3340,5,1,15.0 g,1 tablespoon
1109,3341,6,1,120.0 g,1/2 cup
1109,2212,7,1,60.0 g,1/4 cup
1109,720,8,1,,1/2
1109,99,9,1,15.0 g,1 tablespoon
1109,2195,10,1,120.0 g,1/2 cup
1109,785,11,1,240.0 g,1 cup
1109,3188,12,1,80.0 g,1/3 cup
1109,2201,13,1,80.0 g,1/3 cup
1109,2231,14,1,80.0 g,1/3 cup
1109,2866,15,1,60.0 g,1/4 cup
1109,3342,16,1,,1/2
1109,867,17,1,,10
1110,745,1,1,,2
1110,619,2,1,10.0 g,2 teaspoons
1110,836,3,1,10.0 g,2 teaspoons
1110,397,4,1,15.0 g,1 tablespoon
1110,537,5,1,,
1111,3343,1,1,240.0 g,1 cup
1111,577,2,1,120.0 g,1/2 cup
1111,1954,3,1,28.35 g,1 ounce
1111,1777,4,1,120.0 g,1/2 cup
1111,2235,5,1,15.0 g,1 tablespoon
1111,870,6,1,,3
1111,3344,7,1,3632.0 g,8 lbs
1112,135,1,1,1816.0 g,4 lbs
1112,522,2,1,3.75 g,3/4 teaspoon
1112,875,3,1,3.75 g,3/4 teaspoon
1112,615,4,1,60.0 g,1/4 cup
1112,720,5,1,,1
1112,870,6,1,,4
1112,3345,7,1,30.0 g,2 tablespoons
1112,724,8,1,45.0 g,3 tablespoons
1112,412,9,1,30.0 g,2 tablespoons
1112,688,10,1,2.5 g,1/2 teaspoon
1112,166,11,1,240.0 g,1 cup
1112,422,12,1,45.0 g,3 tablespoons
1112,2817,13,1,60.0 g,1/4 cup
1113,397,1,1,45.0 g,3 tablespoons
1113,3346,2,1,,4
1113,1991,3,1,,
1113,720,4,1,,1
1113,691,5,1,,2
1113,2435,6,1,,2
1113,489,7,1,,1
1113,270,8,1,,1
1113,3347,9,1,960.0 g,4 cups
1113,3348,10,1,,3
1113,724,11,1,15.0 g,1 tablespoon
1113,162,12,1,,1
1113,676,13,1,,2
1113,1263,14,1,5.0 g,1 sprig
1113,3349,15,1,,
1113,1547,16,1,360.0 g,1 1/2 cups
1113,1613,17,1,15.0 g,1 tablespoon
1114,707,1,1,100.0 g,100 g
1114,397,2,1,,
1114,785,3,1,200.0 g,200 ml
1114,720,4,1,70.0 g,1 small
1114,870,5,1,,2
1114,681,6,1,5.0 g,1 teaspoon
1114,770,7,1,400.0 g,400 g
1114,3350,8,1,,1
1114,3351,9,1,150.0 g,150 g
1114,2772,10,1,70.0 g,1 small
1115,3352,1,1,,18
1115,99,2,1,180.0 g,3/4 cup
1115,2174,3,1,10.0 g,2 teaspoons
1115,334,4,1,30.0 g,2 tablespoons
1115,2178,5,1,30.0 g,2 tablespoons
1115,522,6,1,,
1115,1922,7,1,,
1115,3353,8,1,,
1115,2103,9,1,42.53 g,1 1/2 ounces
1115,870,10,1,,5
1115,397,11,1,480.0 g,2 cups
1115,3354,12,1,,1
1116,3355,1,1,,24
1116,1584,2,1,60.0 g,1/4 cup
1116,3356,3,1,960.0 g,4 cups
1116,3357,4,1,30.0 g,2 tablespoons
1116,673,5,1,220.0 g,2 medium
1116,870,6,1,,6
1116,749,7,1,600.0 g,4 large
1116,907,8,1,,
1116,3358,9,1,480.0 g,2 cups
1118,3360,1,1,,1
1118,3361,2,1,,2
1118,3362,3,1,,3
1118,3363,4,1,,4
1118,3364,5,1,,5
1118,3365,6,1,,6
1118,3366,7,1,,7
1118,3367,8,1,,8
1119,606,1,1,60.0 g,4 tablespoons
1119,707,2,1,480.0 g,2 cups
1119,720,3,1,110.0 g,1 medium
1119,691,4,1,220.0 g,2 medium
1119,522,5,1,,
1119,674,6,1,,4
1119,682,7,1,2.5 g,1/2 teaspoon
1119,688,8,1,2.5 g,1/2 teaspoon
1119,781,9,1,425.25 g,1 can
1119,3368,10,1,420.0 g,1 3/4 cups
1119,1532,11,1,360.0 g,1 1/2 cups
1119,816,12,1,120.0 g,1/2 cup
1119,739,13,1,,
1119,331,14,1,,1
1120,3369,1,1,,4
1120,3370,2,1,,10
1120,2169,3,1,,12
1120,3371,4,1,1200.0 g,12 pieces
1120,2692,5,1,5.0 g,1 teaspoon
1120,3372,6,1,,2
1120,3373,7,1,2.5 g,1/2 teaspoon
1120,887,8,1,15.0 g,1 tablespoon
1120,199,9,1,15.0 g,1 tablespoon
1120,1411,10,1,15.0 g,1 tablespoon
1120,3374,11,1,200.0 g,2 pieces
1120,2235,12,1,30.0 g,2 tablespoons
1120,1332,13,1,800.0 g,8 pieces
1120,678,15,1,,24
1120,1356,16,1,,20
1120,3375,17,1,,4
1120,2265,18,1,10.0 g,2 teaspoons
1122,681,1,1,15.0 g,1 tablespoon
1122,682,2,1,15.0 g,1 tablespoon
1122,1332,3,1,15.0 g,1 tablespoon
1122,412,4,1,15.0 g,1 tablespoon
1122,1043,5,1,7.5 g,1 1/2 teaspoons
1122,685,6,1,5.0 g,1 teaspoon
1122,687,7,1,5.0 g,1 teaspoon
1122,699,8,1,5.0 g,1 teaspoon
1122,127,9,1,5.0 g,1 teaspoon
1122,689,10,1,2.5 g,1/2 teaspoon
1123,707,1,1,500.0 g,500 g
1123,497,2,1,,1
1123,2112,3,1,180.0 g,3/4 cup
1123,2071,4,1,120.0 g,1/2 cup
1123,733,5,1,120.0 g,1/2 cup
1123,2817,6,1,60.0 g,1/4 cup
1123,3376,7,1,15.0 g,1 tablespoon
1123,2100,8,1,15.0 g,1 tablespoon
1123,3377,9,1,15.0 g,1 tablespoon
1123,3378,10,1,,
1124,854,1,1,10.0 g,2 teaspoons
1124,682,2,1,7.5 g,1 1/2 teaspoons
1124,681,3,1,7.5 g,1 1/2 teaspoons
1124,688,4,1,5.0 g,1 teaspoon
1124,683,5,1,5.0 g,1 teaspoon
1124,739,6,1,5.0 g,1 teaspoon
1124,686,7,1,2.5 g,1/2 teaspoon
1124,699,8,1,1.25 g,1/4 teaspoon
1124,685,9,1,1.25 g,1/4 teaspoon
1124,737,10,1,1.25 g,1/4 teaspoon
1125,685,1,1,60.0 g,1/4 cup
1125,1332,2,1,15.0 g,1 tablespoon
1125,1922,3,1,7.5 g,1 1/2 teaspoons
1125,1085,4,1,3.75 g,3/4 teaspoon
1125,687,5,1,3.75 g,3/4 teaspoon
1125,689,6,1,3.75 g,3/4 teaspoon
1125,831,7,1,,4
1125,1036,8,1,,4
1125,1263,9,1,15.0 g,1 tablespoon
1125,870,10,1,,5
1125,397,11,1,120.0 g,1/2 cup
1125,397,12,1,15.0 g,1 tablespoon
1125,720,13,1,,1
1125,331,14,1,,1
1125,705,15,1,720.0 g,3 cups
1125,522,16,1,,
1126,3379,1,1,500.0 g,500 g
1126,331,2,1,,1
1126,870,3,1,,2
1126,2100,4,1,30.0 g,2 tablespoons
1126,397,5,1,,
1127,681,1,1,5.0 g,1 teaspoon
1127,688,2,1,5.0 g,1 teaspoon
1127,1332,3,1,5.0 g,1 teaspoon
1127,522,4,1,5.0 g,1 teaspoon
1127,577,5,1,3.75 g,3/4 teaspoon
1127,1922,6,1,3.75 g,3/4 teaspoon
1127,1293,7,1,2.5 g,1/2 teaspoon
1127,682,8,1,2.5 g,1/2 teaspoon
1127,1676,9,1,2.5 g,1/2 teaspoon
1127,699,10,1,2.5 g,1/2 teaspoon
1127,2161,11,1,2.5 g,1/2 teaspoon
1127,689,12,1,1.25 g,1/4 teaspoon
1128,397,1,1,15.0 g,1 tablespoon
1128,720,2,1,70.0 g,1 small
1128,3380,3,1,,1/2
1128,927,4,1,1.25 g,1/4 teaspoon
1128,522,5,1,1.25 g,1/4 teaspoon
1128,2114,6,1,1.25 g,1/4 teaspoon
1128,795,7,1,360.0 g,1 1/2 cups
1128,707,8,1,240.0 g,1 cup
1129,489,1,1,150.0 g,1 large
1129,870,2,1,,4
1129,522,3,1,5.0 g,1 teaspoon
1129,397,4,1,60.0 g,4 tablespoons
1129,3349,5,1,15.0 g,3 teaspoons
1129,3381,6,1,1362.0 g,3 lbs
1130,2199,1,1,200.0 g,1 head
1130,397,2,1,30.0 g,2 tablespoons
1130,522,3,1,2.5 g,1/2 teaspoon
1130,199,4,1,5.0 g,1 teaspoon
1130,3382,5,1,,
1130,3383,6,1,240.0 g,1 cup
1130,3384,7,1,5.0 g,1 teaspoon
1131,397,1,1,45.0 g,3 tablespoons
1131,1158,2,1,45.0 g,3 tablespoons
1131,3385,3,1,,2
1131,2196,4,1,1920.0 g,8 cups
1131,1465,5,1,,2
1131,1158,6,1,30.0 g,2 tablespoons
1131,334,7,1,15.0 g,1 tablespoon
1131,2100,8,1,10.0 g,2 teaspoons
1131,625,9,1,120.0 g,1/2 cup
1131,907,10,1,,
1131,2578,11,1,,8
1132,3386,1,1,300.0 g,1 1/4 cups
1132,707,2,1,240.0 g,1 cup
1132,3387,3,1,5.0 g,1 teaspoon
1132,522,4,1,2.5 g,1/2 teaspoon
1132,674,5,1,8.0 g,2 cloves
1132,397,6,1,15.0 g,1 tablespoon
1132,3388,7,1,2.5 g,1/2 teaspoon
1132,412,8,1,2.5 g,1/2 teaspoon
1132,63,9,1,1.25 g,1/4 teaspoon
1133,3389,1,1,170.1 g,1
1133,719,2,1,140.0 g,2 small
1133,2393,3,1,60.0 g,1/4 cup
1133,2302,4,1,120.0 g,1/2 cup
1133,1613,5,1,,1
1133,2217,6,1,,
1134,3244,1,1,1589.0 g,3 1/2 lbs
1134,875,2,1,2.5 g,1/2 teaspoon
1134,870,3,1,,4
1134,1293,4,1,1.25 g,1/4 teaspoon
1134,331,5,1,,1
1134,127,6,1,1.25 g,1/4 teaspoon
1134,828,7,1,2.5 g,1/2 teaspoon
1134,522,8,1,2.5 g,1/2 teaspoon
1134,1411,9,1,2.5 g,1/2 teaspoon
1134,397,10,1,45.0 g,3 tablespoons
1134,412,11,1,2.5 g,1/2 teaspoon
1135,671,1,1,,1
1135,1889,2,1,,1
1135,2312,3,1,,3
1135,3390,4,1,,2
1135,3391,5,1,,8
1135,397,6,1,30.0 g,2 tablespoons
1135,2044,7,1,,
1135,2353,8,1,283.5 g,1
1135,3392,9,1,600.0 g,2 1/2 cups
1135,331,10,1,,1
1135,3393,11,1,60.0 g,4 tablespoons
1135,397,12,1,30.0 g,2 tablespoons
1135,2193,13,1,240.0 g,1 cup
1135,1887,14,1,226.8 g,8 ounces
1136,489,1,1,,1
1136,651,2,1,,1
1136,870,3,1,,2
1136,671,4,1,70.0 g,1 small
1136,211,5,1,70.0 g,1 small
1136,826,6,1,420.0 g,6 small
1136,3394,7,1,5.0 g,1 sprig
1136,497,8,1,,1
1136,397,9,1,15.0 g,1 tablespoon
1136,2184,10,1,480.0 g,2 cups
1136,2401,11,1,600.0 g,2 1/2 cups
1136,711,12,1,240.0 g,1 cup
1136,331,13,1,,1/2
1136,1409,14,1,,4
1136,1986,15,1,,1
1136,1991,16,1,,
1137,397,1,1,15.0 g,1 tablespoon
1137,537,2,1,,
1137,2197,3,1,,
1137,1036,4,1,681.0 g,1 1/2 lbs
1137,774,5,1,150.0 g,1 large
1137,671,6,1,220.0 g,2 medium
1137,711,7,1,453.6 g,1 can
1137,2707,8,1,,1
1137,705,9,1,480.0 g,2 cups
1137,3395,10,1,,
1137,3396,11,1,7.5 g,1 1/2 teaspoons
1137,681,12,1,10.0 g,2 teaspoons
1137,685,13,1,5.0 g,1 teaspoon
1137,688,14,1,10.0 g,2 teaspoons
1137,682,15,1,10.0 g,2 teaspoons
1137,331,16,1,,1
1137,817,17,1,,
1137,707,18,1,,
1138,135,1,1,,1
1138,390,2,1,45.0 g,3 tablespoons
1138,720,3,1,,1
1138,719,4,1,450.0 g,3 large
1138,751,5,1,80.0 g,2 stalks
1138,522,6,1,5.0 g,1 teaspoon
1138,2756,7,1,,1
1139,2271,1,1,30.0 g,2 tablespoons
1139,797,2,1,30.0 g,2 tablespoons
1139,99,3,1,15.0 g,1 tablespoon
1139,720,4,1,70.0 g,1 small
1139,2392,5,1,600.0 g,2 1/2 cups
1139,690,6,1,0.5 g,1 pinch
1139,707,7,1,480.0 g,2 cups
1139,397,8,1,60.0 g,1/4 cup
1139,331,9,1,,1
1139,793,10,1,2.5 g,1/2 teaspoon
1139,2981,11,1,60.0 g,1/4 cup
1139,3397,12,1,360.0 g,1 1/2 cups
1139,3398,13,1,,
1139,2197,14,1,,
1140,625,1,1,360.0 g,1 1/2 cups
1140,2210,2,1,1.88 g,3/8 teaspoon
1140,1584,3,1,3.75 g,3/4 teaspoon
1140,522,4,1,1.88 g,3/8 teaspoon
1140,707,5,1,360.0 g,1 1/2 cups
1140,733,6,1,60.0 g,1/4 cup
1140,2194,7,1,33.75 g,2 1/4 tablespoons
1141,2070,1,1,720.0 g,3 cups
1141,606,2,1,45.0 g,3 tablespoons
1141,2210,3,1,2.5 g,1/2 teaspoon
1141,3399,4,1,1.25 g,1/4 teaspoon
1141,707,5,1,480.0 g,2 cups
1141,272,6,1,180.0 g,3/4 cup
1141,797,7,1,120.0 g,1/2 cup
1142,522,1,1,3.75 g,3/4 teaspoon
1142,707,2,1,240.0 g,1 cup
1142,3046,3,1,33.75 g,2 1/4 tablespoons
1142,3400,4,1,30.0 g,2 tablespoons
1142,2567,5,1,,4
1142,875,6,1,1.25 g,1/4 teaspoon
1142,205,7,1,10.0 g,2 teaspoons
1142,2776,8,1,720.0 g,3 cups
1142,705,9,1,60.0 g,1/4 cup
1143,397,1,1,45.0 g,3 tablespoons
1143,497,2,1,,1
1143,780,3,1,227.0 g,1/2 lb
1143,1949,4,1,2.5 g,1/2 teaspoon
1143,1991,5,1,,
1143,1085,6,1,,
1143,785,7,1,540.0 g,2 1/4 cups
1143,3401,8,1,,4
1143,331,9,1,,1
1143,2567,10,1,908.0 g,2 lbs
1143,3402,11,1,15.0 g,1 tablespoon
1143,99,12,1,15.0 g,1 tablespoon
1143,707,13,1,300.0 g,1 1/4 cups
1143,818,14,1,60.0 g,1/4 cup
1143,2430,15,1,,1/4
1144,2567,1,1,113.4 g,2
1144,3403,2,1,1.25 g,1/4 teaspoon
1144,3404,3,1,5.0 g,1 teaspoon
1144,3405,4,1,,4
1144,3406,5,1,240.0 g,1 cup
1144,2070,6,1,120.0 g,1/2 cup
1144,625,7,1,80.0 g,1/3 cup
1144,1986,8,1,,1
1144,522,9,1,0.62 g,1/8 teaspoon
1144,3407,10,1,120.0 g,1/2 cup
1145,3408,1,1,,48
1145,497,2,1,120.0 g,1/2 cup
1145,3409,3,1,454.0 g,1 lb
1145,1224,4,1,2.5 g,1/2 teaspoon
1145,1332,5,1,2.5 g,1/2 teaspoon
1145,674,6,1,2.5 g,1/2 teaspoon
1145,1676,7,1,2.5 g,1/2 teaspoon
1145,522,8,1,,
1145,1293,9,1,2.5 g,1/2 teaspoon
1145,2817,10,1,20.0 g,4 sprigs
1145,2147,11,1,15.0 g,3 sprigs
1145,625,12,1,480.0 g,2 cups
1146,3410,1,1,170.1 g,1
1146,3411,2,1,396.9 g,1 package
1146,681,3,1,5.0 g,1 teaspoon
1146,63,4,1,5.0 g,1 teaspoon
1146,397,5,1,30.0 g,2 tablespoons
1146,691,6,1,440.0 g,4 medium
1146,1530,7,1,220.0 g,2 medium
1146,3150,8,1,,1
1146,2184,9,1,240.0 g,1 cup
1146,870,10,1,,2
1146,522,11,1,,
1147,364,1,1,240.0 g,1 cup
1147,72,2,1,120.0 g,1/2 cup
1147,99,3,1,60.0 g,4 tablespoons
1147,707,4,1,360.0 g,1 1/2 cups
1147,522,5,1,,
1147,733,6,1,60.0 g,1/4 cup
1147,2071,7,1,60.0 g,1/4 cup
1147,2112,8,1,60.0 g,1/4 cup
1147,577,9,1,60.0 g,1/4 cup
1147,685,10,1,2.5 g,1/2 teaspoon
1148,239,1,1,360.0 g,1 1/2 cups
1148,2271,2,1,180.0 g,3/4 cup
1148,109,3,1,,
1148,3412,4,1,300.0 g,1 1/4 cups
1148,1426,5,1,80.0 g,1/3 cup
1148,3413,6,1,,
1148,3414,7,1,,
1148,522,8,1,,
1148,3415,9,1,,
1149,2215,1,1,1362.0 g,3 lbs
1149,1617,2,1,240.0 g,1 cup
1149,673,3,1,450.0 g,3 large
1149,2712,4,1,900.0 g,6 large
1149,875,5,1,10.0 g,2 teaspoons
1149,1676,6,1,5.0 g,1 teaspoon
1149,619,7,1,15.0 g,1 tablespoon
1149,522,8,1,,
1149,423,9,1,30.0 g,2 tablespoons
1150,781,1,1,425.25 g,1 can
1150,705,2,1,720.0 g,3 cups
1150,422,3,1,45.0 g,3 tablespoons
1150,423,4,1,5.0 g,1 teaspoon
1150,673,5,1,,2
1150,3416,6,1,,1
1150,680,7,1,7.5 g,1 1/2 teaspoons
1150,681,8,1,2.5 g,1/2 teaspoon
1150,713,9,1,411.08 g,14 1/2 ounces
1150,127,10,1,1.25 g,1/4 teaspoon
1150,1551,11,1,,
1151,615,1,1,60.0 g,1/4 cup
1151,673,2,1,375.0 g,2 1/2 large
1151,870,3,1,,5
1151,724,4,1,170.1 g,0.5 can
1151,1319,5,1,240.0 g,1 cup
1151,691,6,1,,2
1151,650,7,1,,1
1151,508,8,1,600.0 g,2 1/2 cups
1151,2205,9,1,,1
1151,522,10,1,12.5 g,2 1/2 teaspoons
1151,875,11,1,,
1151,3417,12,1,1.25 g,1/4 teaspoon
1152,621,1,1,60.0 g,4 tablespoons
1152,577,2,1,30.0 g,2 tablespoons
1152,522,3,1,2.5 g,1/2 teaspoon
1152,3418,4,1,15.0 g,1 tablespoon
1152,239,5,1,720.0 g,3 cups
1152,239,6,1,30.0 g,2 tablespoons
1152,621,7,1,240.0 g,1 cup
1152,390,8,1,,
1152,3419,9,1,,
1152,1426,10,1,,
1152,695,11,1,,
1153,162,2,1,,1
1153,3420,3,1,,3
1153,3421,4,1,,2
1153,625,5,1,960.0 g,4 cups
1153,3422,6,1,,2
1154,3423,1,1,,1
1154,3424,2,1,,4
1154,1999,3,1,2.5 g,1/2 teaspoon
1154,577,4,1,30.0 g,2 tablespoons
1154,625,5,1,360.0 g,1 1/2 cups
1154,364,6,1,15.0 g,1 tablespoon
1155,2526,1,1,,3
1155,3425,2,1,15.0 g,1 tablespoon
1155,1287,3,1,15.0 g,1 tablespoon
1155,2139,4,1,15.0 g,1 tablespoon
1155,2147,5,1,15.0 g,1 tablespoon
1155,325,6,1,,
1155,3426,7,1,240.0 g,1 cup
1155,331,8,1,,1/2
1155,3427,9,1,30.0 g,2 tablespoons
1155,3425,10,1,30.0 g,2 tablespoons
1155,1986,11,1,,1
1155,19,12,1,10.0 g,2 teaspoons
1155,325,13,1,,
1155,739,14,1,,
1155,1584,15,1,,
1155,412,16,1,,
1155,1879,17,1,,1
1155,2557,18,1,60.0 g,1/4 cup
1155,325,19,1,10.0 g,2 teaspoons
1155,211,20,1,150.0 g,1 large
1155,910,21,1,,1
1155,870,22,1,,3
1155,412,23,1,5.0 g,1 teaspoon
1155,127,24,1,5.0 g,1 teaspoon
1155,199,25,1,2.5 g,1/2 teaspoon
1155,580,26,1,70.0 g,1 small
1155,671,27,1,,1
1155,489,28,1,,1
1155,2776,29,1,1440.0 g,6 cups
1155,3428,30,1,,8
1155,745,31,1,,8
1155,3429,32,1,140.0 g,2 small
1156,964,1,1,30.0 g,2 tablespoons
1156,673,2,1,,2
1156,51,3,1,240.0 g,1 cup
1156,719,4,1,396.9 g,1 can
1156,674,5,1,15.0 g,1 tablespoon
1156,522,6,1,5.0 g,1 teaspoon
1156,577,7,1,5.0 g,1 teaspoon
1156,412,8,1,5.0 g,1 teaspoon
1156,1293,9,1,5.0 g,1 teaspoon
1156,63,10,1,2.5 g,1/2 teaspoon
1156,1332,11,1,2.5 g,1/2 teaspoon
1156,828,12,1,2.5 g,1/2 teaspoon
1156,1617,13,1,30.0 g,2 tablespoons
1156,745,14,1,,6
1157,1584,1,1,45.0 g,3 tablespoons
1157,3430,2,1,113.4 g,4 ounces
1157,720,3,1,110.0 g,1 medium
1157,870,4,1,,4
1157,3431,5,1,100.0 g,1 bunch
1157,3432,6,1,907.2 g,32 ounces
1157,1292,7,1,5.0 g,1 teaspoon
1157,1949,8,1,0.5 g,1 pinch
1157,325,9,1,0.5 g,1 pinch
1157,2197,10,1,0.5 g,1 pinch
1157,745,11,1,1200.0 g,8 large
1157,1027,12,1,45.0 g,3 tablespoons
1157,3433,13,1,60.0 g,1/4 cup
1158,397,1,1,30.0 g,2 tablespoons
1158,720,2,1,,1
1158,489,3,1,,1/2
1158,270,4,1,,1/2
1158,719,5,1,,4
1158,745,6,1,,4
1159,671,1,1,210.0 g,3 small
1159,397,2,1,45.0 g,3 tablespoons
1159,522,3,1,5.0 g,1 teaspoon
1159,63,4,1,5.0 g,1 teaspoon
1159,686,5,1,2.5 g,1/2 teaspoon
1159,807,6,1,2.5 g,1/2 teaspoon
1159,753,7,1,1.25 g,1/4 teaspoon
1159,1949,8,1,1.25 g,1/4 teaspoon
1159,211,9,1,110.0 g,1 medium
1159,3434,10,1,2.5 g,1/2 teaspoon
1159,3435,11,1,454.0 g,1 lb
1159,836,12,1,30.0 g,2 tablespoons
1159,3436,13,1,60.0 g,1/4 cup
1159,816,14,1,15.0 g,1 tablespoon
1160,397,1,1,15.0 g,1 tablespoon
1160,2215,2,1,681.0 g,1 1/2 lbs
1160,522,3,1,7.5 g,1 1/2 teaspoons
1160,910,4,1,150.0 g,1 large
1160,870,5,1,,4
1160,1504,6,1,15.0 g,1 tablespoon
1160,412,7,1,2.5 g,1/2 teaspoon
1160,681,8,1,3.75 g,3/4 teaspoon
1160,753,9,1,2.5 g,1/2 teaspoon
1160,127,10,1,2.5 g,1/2 teaspoon
1160,683,11,1,1.25 g,1/4 teaspoon
1160,2843,12,1,360.0 g,1 1/2 cups
1160,754,13,1,240.0 g,1 cup
1160,2697,14,1,240.0 g,1 cup
1160,671,15,1,70.0 g,1 small
1160,816,16,1,45.0 g,3 tablespoons
1160,888,17,1,15.0 g,1 tablespoon
1160,2190,18,1,960.0 g,4 cups
1161,397,1,1,60.0 g,1/4 cup
